Year,Quarter,Region,Economic Activity,Enterprise size,Number of enterprises,Number of Saudi employees,Number of Saudi male employees,Number of Saudi female employees,Number of Non Saudi employees,Number of Non Saudi male employees,Number of Non Saudi female employees
2023,1,Qassim Region,Non-privileged activities of production of goods and services carried out by private households for their own use,Micro,1,0,0,0,1,1,0
2023,1,Makkah Region,Non-privileged activities of production of goods and services carried out by private households for their own use,Micro,2,0,0,0,2,0,2
2023,1,Eastern Region,"Other professional, scientific and technical activities",Small,34,201,91,110,255,224,31
2023,1,Eastern Region,"Other professional, scientific and technical activities",Large,1,229,193,36,317,315,2
2023,1,Eastern Region,"Other professional, scientific and technical activities",Micro,229,167,64,103,344,297,47
2023,1,Al Bahah Region,"Other professional, scientific and technical activities",Micro,15,4,3,1,33,29,4
2023,1,Al-Jawf Region,"Other professional, scientific and technical activities",Small,1,1,0,1,5,5,0
2023,1,Al-Jawf Region,"Other professional, scientific and technical activities",Micro,18,5,3,2,32,24,8
2023,1,Northern border Region,"Other professional, scientific and technical activities",Micro,13,6,0,6,24,21,3
2023,1,Riyadh Region,"Other professional, scientific and technical activities",Small,143,850,359,491,1099,927,172
2023,1,Riyadh Region,"Other professional, scientific and technical activities",Large,2,297,215,82,372,368,4
2023,1,Riyadh Region,"Other professional, scientific and technical activities",Micro,587,362,129,233,995,863,132
2023,1,Riyadh Region,"Other professional, scientific and technical activities",Medium,8,567,304,263,350,329,21
2023,1,Qassim Region,"Other professional, scientific and technical activities",Small,9,65,49,16,68,67,1
2023,1,Qassim Region,"Other professional, scientific and technical activities",Micro,39,18,6,12,73,66,7
2023,1,Medina Region,"Other professional, scientific and technical activities",Small,10,31,20,11,59,42,17
2023,1,Medina Region,"Other professional, scientific and technical activities",Micro,113,39,19,20,195,173,22
2023,1,Tabuk Region,"Other professional, scientific and technical activities",Small,1,3,3,0,5,5,0
2023,1,Tabuk Region,"Other professional, scientific and technical activities",Micro,47,17,8,9,83,79,4
2023,1,Jazan Region,"Other professional, scientific and technical activities",Small,1,12,1,11,0,0,0
2023,1,Jazan Region,"Other professional, scientific and technical activities",Micro,48,15,6,9,80,77,3
2023,1,Hail Region,"Other professional, scientific and technical activities",Small,1,1,1,0,6,6,0
2023,1,Hail Region,"Other professional, scientific and technical activities",Micro,29,7,1,6,53,49,4
2023,1,Asir Region,"Other professional, scientific and technical activities",Small,6,39,20,19,35,35,0
2023,1,Asir Region,"Other professional, scientific and technical activities",Micro,58,22,3,19,110,101,9
2023,1,Asir Region,"Other professional, scientific and technical activities",Medium,1,20,19,1,58,58,0
2023,1,Makkah Region,"Other professional, scientific and technical activities",Small,73,349,177,172,594,542,52
2023,1,Makkah Region,"Other professional, scientific and technical activities",Micro,460,231,72,159,823,697,126
2023,1,Makkah Region,"Other professional, scientific and technical activities",Medium,4,147,123,24,121,121,0
2023,1,Najran Region,"Other professional, scientific and technical activities",Micro,31,1,0,1,69,65,4
2023,1,Eastern Region,Activities supporting financial services activities and insurance activities,Small,31,372,205,167,150,147,3
2023,1,Eastern Region,Activities supporting financial services activities and insurance activities,Large,1,254,98,156,111,106,5
2023,1,Eastern Region,Activities supporting financial services activities and insurance activities,Micro,40,57,40,17,45,42,3
2023,1,Eastern Region,Activities supporting financial services activities and insurance activities,Medium,5,345,182,163,87,79,8
2023,1,Al-Jawf Region,Activities supporting financial services activities and insurance activities,Micro,1,0,0,0,2,2,0
2023,1,Riyadh Region,Activities supporting financial services activities and insurance activities,Small,166,2200,1341,859,859,809,50
2023,1,Riyadh Region,Activities supporting financial services activities and insurance activities,Large,12,23961,19011,4950,1380,1357,23
2023,1,Riyadh Region,Activities supporting financial services activities and insurance activities,Micro,166,215,134,81,153,148,5
2023,1,Riyadh Region,Activities supporting financial services activities and insurance activities,Medium,37,3778,2529,1249,811,755,56
2023,1,Qassim Region,Activities supporting financial services activities and insurance activities,Small,1,15,10,5,4,4,0
2023,1,Qassim Region,Activities supporting financial services activities and insurance activities,Micro,5,4,1,3,9,9,0
2023,1,Medina Region,Activities supporting financial services activities and insurance activities,Small,5,35,28,7,4,4,0
2023,1,Medina Region,Activities supporting financial services activities and insurance activities,Micro,12,27,25,2,7,7,0
2023,1,Tabuk Region,Activities supporting financial services activities and insurance activities,Micro,3,4,3,1,4,4,0
2023,1,Jazan Region,Activities supporting financial services activities and insurance activities,Small,1,4,4,0,5,5,0
2023,1,Hail Region,Activities supporting financial services activities and insurance activities,Micro,1,0,0,0,1,1,0
2023,1,Asir Region,Activities supporting financial services activities and insurance activities,Micro,5,3,2,1,6,6,0
2023,1,Makkah Region,Activities supporting financial services activities and insurance activities,Small,53,633,384,249,307,297,10
2023,1,Makkah Region,Activities supporting financial services activities and insurance activities,Micro,73,102,72,30,90,88,2
2023,1,Makkah Region,Activities supporting financial services activities and insurance activities,Medium,11,760,494,266,243,233,10
2023,1,Najran Region,Activities supporting financial services activities and insurance activities,Small,1,20,19,1,9,9,0
2023,1,Najran Region,Activities supporting financial services activities and insurance activities,Micro,2,0,0,0,3,3,0
2023,1,Eastern Region,Legal and accounting activities,Small,126,868,534,334,541,529,12
2023,1,Eastern Region,Legal and accounting activities,Micro,301,440,269,171,281,272,9
2023,1,Eastern Region,Legal and accounting activities,Medium,9,443,265,178,294,288,6
2023,1,Al Bahah Region,Legal and accounting activities,Small,1,10,0,10,7,1,6
2023,1,Al Bahah Region,Legal and accounting activities,Micro,12,12,7,5,14,14,0
2023,1,Al-Jawf Region,Legal and accounting activities,Small,10,63,41,22,12,12,0
2023,1,Al-Jawf Region,Legal and accounting activities,Micro,31,38,21,17,25,25,0
2023,1,Northern border Region,Legal and accounting activities,Small,1,8,5,3,5,5,0
2023,1,Northern border Region,Legal and accounting activities,Micro,9,13,10,3,6,6,0
2023,1,Riyadh Region,Legal and accounting activities,Small,512,4025,2457,1568,2694,2573,121
2023,1,Riyadh Region,Legal and accounting activities,Large,3,758,421,337,795,741,54
2023,1,Riyadh Region,Legal and accounting activities,Micro,1591,1620,1032,588,2157,2115,42
2023,1,Riyadh Region,Legal and accounting activities,Medium,26,1158,664,494,1143,1084,59
2023,1,Qassim Region,Legal and accounting activities,Small,18,131,71,60,27,27,0
2023,1,Qassim Region,Legal and accounting activities,Micro,85,115,65,50,72,71,1
2023,1,Medina Region,Legal and accounting activities,Small,30,253,150,103,109,107,2
2023,1,Medina Region,Legal and accounting activities,Micro,93,122,78,44,83,78,5
2023,1,Tabuk Region,Legal and accounting activities,Small,7,64,33,31,6,6,0
2023,1,Tabuk Region,Legal and accounting activities,Micro,25,27,7,20,21,21,0
2023,1,Jazan Region,Legal and accounting activities,Small,7,69,45,24,19,19,0
2023,1,Jazan Region,Legal and accounting activities,Micro,39,44,28,16,50,48,2
2023,1,Hail Region,Legal and accounting activities,Small,4,30,29,1,15,15,0
2023,1,Hail Region,Legal and accounting activities,Micro,35,43,28,15,29,27,2
2023,1,Asir Region,Legal and accounting activities,Small,8,64,51,13,49,49,0
2023,1,Asir Region,Legal and accounting activities,Micro,79,91,66,25,80,80,0
2023,1,Asir Region,Legal and accounting activities,Medium,2,70,36,34,82,82,0
2023,1,Makkah Region,Legal and accounting activities,Small,309,2405,1529,876,1311,1243,68
2023,1,Makkah Region,Legal and accounting activities,Large,1,163,57,106,122,118,4
2023,1,Makkah Region,Legal and accounting activities,Micro,770,1064,658,406,718,672,46
2023,1,Makkah Region,Legal and accounting activities,Medium,13,929,552,377,803,776,27
2023,1,Najran Region,Legal and accounting activities,Small,3,15,9,6,20,20,0
2023,1,Najran Region,Legal and accounting activities,Micro,37,8,6,2,78,77,1
2023,1,Eastern Region,Real estate activities,Small,217,1289,759,530,1652,1630,22
2023,1,Eastern Region,Real estate activities,Large,2,156,56,100,607,607,0
2023,1,Eastern Region,Real estate activities,Micro,732,522,313,209,1070,1059,11
2023,1,Eastern Region,Real estate activities,Medium,18,1060,702,358,968,949,19
2023,1,Al Bahah Region,Real estate activities,Small,3,19,18,1,21,21,0
2023,1,Al Bahah Region,Real estate activities,Micro,30,13,7,6,56,56,0
2023,1,Al-Jawf Region,Real estate activities,Small,7,47,28,19,69,68,1
2023,1,Al-Jawf Region,Real estate activities,Micro,55,30,15,15,89,87,2
2023,1,Northern border Region,Real estate activities,Small,4,20,15,5,31,31,0
2023,1,Northern border Region,Real estate activities,Micro,39,11,6,5,72,70,2
2023,1,Riyadh Region,Real estate activities,Small,754,4871,2915,1956,6268,6130,138
2023,1,Riyadh Region,Real estate activities,Large,9,2998,2055,943,1947,1893,54
2023,1,Riyadh Region,Real estate activities,Micro,2286,1912,1150,762,3168,3118,50
2023,1,Riyadh Region,Real estate activities,Medium,61,3187,2268,919,2880,2819,61
2023,1,Qassim Region,Real estate activities,Small,28,184,113,71,210,209,1
2023,1,Qassim Region,Real estate activities,Large,1,51,30,21,214,214,0
2023,1,Qassim Region,Real estate activities,Micro,194,103,66,37,304,299,5
2023,1,Qassim Region,Real estate activities,Medium,6,196,96,100,574,574,0
2023,1,Medina Region,Real estate activities,Small,43,204,136,68,347,347,0
2023,1,Medina Region,Real estate activities,Micro,300,132,82,50,510,503,7
2023,1,Medina Region,Real estate activities,Medium,4,131,89,42,238,232,6
2023,1,Tabuk Region,Real estate activities,Small,10,53,39,14,111,110,1
2023,1,Tabuk Region,Real estate activities,Micro,132,51,33,18,211,211,0
2023,1,Jazan Region,Real estate activities,Small,15,32,13,19,149,148,1
2023,1,Jazan Region,Real estate activities,Micro,169,64,33,31,280,278,2
2023,1,Jazan Region,Real estate activities,Medium,1,24,12,12,30,30,0
2023,1,Hail Region,Real estate activities,Small,10,53,40,13,72,72,0
2023,1,Hail Region,Real estate activities,Micro,89,38,20,18,142,142,0
2023,1,Hail Region,Real estate activities,Medium,1,0,0,0,59,59,0
2023,1,Asir Region,Real estate activities,Small,35,126,87,39,241,241,0
2023,1,Asir Region,Real estate activities,Micro,295,128,73,55,467,463,4
2023,1,Asir Region,Real estate activities,Medium,4,73,41,32,252,251,1
2023,1,Makkah Region,Real estate activities,Small,457,2392,1373,1019,3922,3809,113
2023,1,Makkah Region,Real estate activities,Large,3,927,511,416,553,531,22
2023,1,Makkah Region,Real estate activities,Micro,1951,1174,683,491,3076,2998,78
2023,1,Makkah Region,Real estate activities,Medium,40,1518,1094,424,2331,2253,78
2023,1,Najran Region,Real estate activities,Small,7,31,16,15,63,63,0
2023,1,Najran Region,Real estate activities,Micro,66,9,6,3,118,117,1
2023,1,Eastern Region,"Sports activities, entertainment and leisure activities",Small,145,579,232,347,1221,1023,198
2023,1,Eastern Region,"Sports activities, entertainment and leisure activities",Micro,319,265,88,177,478,429,49
2023,1,Eastern Region,"Sports activities, entertainment and leisure activities",Medium,8,282,99,183,436,425,11
2023,1,Al Bahah Region,"Sports activities, entertainment and leisure activities",Small,2,7,4,3,11,11,0
2023,1,Al Bahah Region,"Sports activities, entertainment and leisure activities",Micro,30,23,11,12,57,50,7
2023,1,Al-Jawf Region,"Sports activities, entertainment and leisure activities",Small,10,45,24,21,60,60,0
2023,1,Al-Jawf Region,"Sports activities, entertainment and leisure activities",Micro,39,15,6,9,69,63,6
2023,1,Northern border Region,"Sports activities, entertainment and leisure activities",Small,9,29,10,19,69,56,13
2023,1,Northern border Region,"Sports activities, entertainment and leisure activities",Micro,47,17,8,9,97,88,9
2023,1,Riyadh Region,"Sports activities, entertainment and leisure activities",Small,278,1411,519,892,2613,2251,362
2023,1,Riyadh Region,"Sports activities, entertainment and leisure activities",Large,6,1438,867,571,1900,1532,368
2023,1,Riyadh Region,"Sports activities, entertainment and leisure activities",Micro,768,474,155,319,1359,1242,117
2023,1,Riyadh Region,"Sports activities, entertainment and leisure activities",Medium,29,1331,447,884,1516,1225,291
2023,1,Qassim Region,"Sports activities, entertainment and leisure activities",Small,49,233,103,130,361,329,32
2023,1,Qassim Region,"Sports activities, entertainment and leisure activities",Micro,75,67,30,37,103,89,14
2023,1,Qassim Region,"Sports activities, entertainment and leisure activities",Medium,1,60,12,48,155,155,0
2023,1,Medina Region,"Sports activities, entertainment and leisure activities",Small,37,181,59,122,268,247,21
2023,1,Medina Region,"Sports activities, entertainment and leisure activities",Micro,102,83,33,50,164,143,21
2023,1,Medina Region,"Sports activities, entertainment and leisure activities",Medium,2,85,37,48,124,113,11
2023,1,Tabuk Region,"Sports activities, entertainment and leisure activities",Small,25,101,33,68,150,130,20
2023,1,Tabuk Region,"Sports activities, entertainment and leisure activities",Micro,76,36,11,25,133,125,8
2023,1,Jazan Region,"Sports activities, entertainment and leisure activities",Small,12,35,9,26,177,161,16
2023,1,Jazan Region,"Sports activities, entertainment and leisure activities",Micro,69,43,14,29,102,88,14
2023,1,Jazan Region,"Sports activities, entertainment and leisure activities",Medium,3,33,18,15,195,195,0
2023,1,Hail Region,"Sports activities, entertainment and leisure activities",Small,23,85,35,50,203,201,2
2023,1,Hail Region,"Sports activities, entertainment and leisure activities",Micro,60,39,21,18,107,102,5
2023,1,Asir Region,"Sports activities, entertainment and leisure activities",Small,65,285,81,204,568,499,69
2023,1,Asir Region,"Sports activities, entertainment and leisure activities",Micro,145,88,35,53,249,236,13
2023,1,Makkah Region,"Sports activities, entertainment and leisure activities",Small,199,1023,384,639,1514,1293,221
2023,1,Makkah Region,"Sports activities, entertainment and leisure activities",Large,1,140,76,64,166,109,57
2023,1,Makkah Region,"Sports activities, entertainment and leisure activities",Micro,605,383,154,229,1064,966,98
2023,1,Makkah Region,"Sports activities, entertainment and leisure activities",Medium,25,1257,490,767,1272,1147,125
2023,1,Najran Region,"Sports activities, entertainment and leisure activities",Small,16,68,38,30,117,113,4
2023,1,Najran Region,"Sports activities, entertainment and leisure activities",Micro,41,22,13,9,87,81,6
2023,1,Eastern Region,Veterinary activities,Small,13,65,25,40,137,129,8
2023,1,Eastern Region,Veterinary activities,Micro,50,30,15,15,84,77,7
2023,1,Al Bahah Region,Veterinary activities,Micro,2,1,0,1,2,2,0
2023,1,Al-Jawf Region,Veterinary activities,Micro,1,0,0,0,3,3,0
2023,1,Northern border Region,Veterinary activities,Micro,5,3,2,1,10,10,0
2023,1,Riyadh Region,Veterinary activities,Small,35,161,65,96,324,283,41
2023,1,Riyadh Region,Veterinary activities,Micro,83,50,17,33,144,138,6
2023,1,Riyadh Region,Veterinary activities,Medium,3,89,40,49,124,115,9
2023,1,Qassim Region,Veterinary activities,Small,3,11,9,2,10,10,0
2023,1,Qassim Region,Veterinary activities,Micro,19,5,2,3,33,31,2
2023,1,Qassim Region,Veterinary activities,Medium,1,31,31,0,55,55,0
2023,1,Medina Region,Veterinary activities,Small,4,15,4,11,22,17,5
2023,1,Medina Region,Veterinary activities,Micro,17,2,1,1,31,30,1
2023,1,Tabuk Region,Veterinary activities,Small,2,7,1,6,17,16,1
2023,1,Tabuk Region,Veterinary activities,Micro,8,7,6,1,14,14,0
2023,1,Jazan Region,Veterinary activities,Micro,7,4,2,2,14,14,0
2023,1,Hail Region,Veterinary activities,Small,1,1,0,1,6,6,0
2023,1,Hail Region,Veterinary activities,Micro,7,0,0,0,14,13,1
2023,1,Asir Region,Veterinary activities,Small,3,7,5,2,27,24,3
2023,1,Asir Region,Veterinary activities,Micro,33,6,2,4,54,53,1
2023,1,Makkah Region,Veterinary activities,Small,20,98,23,75,181,156,25
2023,1,Makkah Region,Veterinary activities,Micro,56,23,8,15,101,96,5
2023,1,Makkah Region,Veterinary activities,Medium,1,19,6,13,45,38,7
2023,1,Najran Region,Veterinary activities,Micro,11,2,1,1,17,17,0
2023,1,Eastern Region,Rental activities,Small,321,1097,704,393,3557,3545,12
2023,1,Eastern Region,Rental activities,Large,10,1204,794,410,2867,2864,3
2023,1,Eastern Region,Rental activities,Micro,1964,424,226,198,4123,4108,15
2023,1,Eastern Region,Rental activities,Medium,39,890,651,239,2935,2929,6
2023,1,Al Bahah Region,Rental activities,Small,7,6,2,4,47,47,0
2023,1,Al Bahah Region,Rental activities,Micro,144,15,13,2,280,278,2
2023,1,Al-Jawf Region,Rental activities,Small,25,22,18,4,204,204,0
2023,1,Al-Jawf Region,Rental activities,Micro,603,38,23,15,1205,1194,11
2023,1,Northern border Region,Rental activities,Small,9,32,23,9,92,92,0
2023,1,Northern border Region,Rental activities,Micro,199,20,18,2,415,411,4
2023,1,Riyadh Region,Rental activities,Small,1012,1460,829,631,7985,7930,55
2023,1,Riyadh Region,Rental activities,Large,6,1615,1339,276,2482,2479,3
2023,1,Riyadh Region,Rental activities,Micro,48937,2682,1289,1393,124732,124158,574
2023,1,Riyadh Region,Rental activities,Medium,40,1655,1178,477,2856,2846,10
2023,1,Qassim Region,Rental activities,Small,65,142,97,45,511,510,1
2023,1,Qassim Region,Rental activities,Large,1,73,62,11,278,278,0
2023,1,Qassim Region,Rental activities,Micro,1141,154,97,57,2612,2591,21
2023,1,Qassim Region,Rental activities,Medium,4,158,124,34,473,473,0
2023,1,Medina Region,Rental activities,Small,76,264,174,90,772,771,1
2023,1,Medina Region,Rental activities,Micro,986,133,80,53,2016,2004,12
2023,1,Medina Region,Rental activities,Medium,4,151,144,7,381,381,0
2023,1,Tabuk Region,Rental activities,Small,17,75,66,9,155,155,0
2023,1,Tabuk Region,Rental activities,Micro,424,52,26,26,776,773,3
2023,1,Tabuk Region,Rental activities,Medium,4,74,57,17,206,206,0
2023,1,Jazan Region,Rental activities,Small,22,45,34,11,235,226,9
2023,1,Jazan Region,Rental activities,Micro,1130,73,40,33,2560,2552,8
2023,1,Jazan Region,Rental activities,Medium,1,37,37,0,28,28,0
2023,1,Hail Region,Rental activities,Small,43,42,30,12,304,302,2
2023,1,Hail Region,Rental activities,Micro,905,59,26,33,2339,2322,17
2023,1,Hail Region,Rental activities,Medium,1,0,0,0,69,69,0
2023,1,Asir Region,Rental activities,Small,64,176,117,59,506,502,4
2023,1,Asir Region,Rental activities,Micro,1394,148,84,64,2774,2767,7
2023,1,Asir Region,Rental activities,Medium,1,59,59,0,61,60,1
2023,1,Makkah Region,Rental activities,Small,219,858,589,269,2121,2099,22
2023,1,Makkah Region,Rental activities,Large,5,596,398,198,1502,1500,2
2023,1,Makkah Region,Rental activities,Micro,3187,417,235,182,6850,6759,91
2023,1,Makkah Region,Rental activities,Medium,23,756,633,123,1265,1263,2
2023,1,Najran Region,Rental activities,Small,40,40,23,17,347,347,0
2023,1,Najran Region,Rental activities,Micro,1234,62,31,31,2987,2971,16
2023,1,Eastern Region,"Office administrative activities, office support activities and other business support activities",Small,136,766,367,399,1077,1049,28
2023,1,Eastern Region,"Office administrative activities, office support activities and other business support activities",Large,2,659,501,158,803,803,0
2023,1,Eastern Region,"Office administrative activities, office support activities and other business support activities",Micro,788,416,186,230,1353,1320,33
2023,1,Eastern Region,"Office administrative activities, office support activities and other business support activities",Medium,14,707,512,195,963,948,15
2023,1,Al Bahah Region,"Office administrative activities, office support activities and other business support activities",Small,6,21,20,1,32,32,0
2023,1,Al Bahah Region,"Office administrative activities, office support activities and other business support activities",Micro,43,16,10,6,75,75,0
2023,1,Al-Jawf Region,"Office administrative activities, office support activities and other business support activities",Small,5,9,4,5,35,35,0
2023,1,Al-Jawf Region,"Office administrative activities, office support activities and other business support activities",Micro,88,22,12,10,175,171,4
2023,1,Northern border Region,"Office administrative activities, office support activities and other business support activities",Small,3,5,0,5,18,18,0
2023,1,Northern border Region,"Office administrative activities, office support activities and other business support activities",Micro,50,9,5,4,99,99,0
2023,1,Riyadh Region,"Office administrative activities, office support activities and other business support activities",Small,542,3306,1403,1903,4338,4040,298
2023,1,Riyadh Region,"Office administrative activities, office support activities and other business support activities",Large,12,4894,2658,2236,3012,2739,273
2023,1,Riyadh Region,"Office administrative activities, office support activities and other business support activities",Micro,2317,1300,606,694,3941,3799,142
2023,1,Riyadh Region,"Office administrative activities, office support activities and other business support activities",Medium,47,2182,1003,1179,2178,2014,164
2023,1,Qassim Region,"Office administrative activities, office support activities and other business support activities",Small,18,70,37,33,237,237,0
2023,1,Qassim Region,"Office administrative activities, office support activities and other business support activities",Micro,238,78,48,30,403,402,1
2023,1,Qassim Region,"Office administrative activities, office support activities and other business support activities",Medium,1,0,0,0,55,54,1
2023,1,Medina Region,"Office administrative activities, office support activities and other business support activities",Small,33,171,105,66,250,244,6
2023,1,Medina Region,"Office administrative activities, office support activities and other business support activities",Micro,318,108,56,52,571,541,30
2023,1,Medina Region,"Office administrative activities, office support activities and other business support activities",Medium,1,70,47,23,116,98,18
2023,1,Tabuk Region,"Office administrative activities, office support activities and other business support activities",Small,10,46,25,21,73,63,10
2023,1,Tabuk Region,"Office administrative activities, office support activities and other business support activities",Micro,156,41,12,29,262,259,3
2023,1,Tabuk Region,"Office administrative activities, office support activities and other business support activities",Medium,1,26,15,11,33,27,6
2023,1,Jazan Region,"Office administrative activities, office support activities and other business support activities",Small,5,17,9,8,34,34,0
2023,1,Jazan Region,"Office administrative activities, office support activities and other business support activities",Micro,138,34,13,21,269,265,4
2023,1,Hail Region,"Office administrative activities, office support activities and other business support activities",Small,5,24,9,15,44,44,0
2023,1,Hail Region,"Office administrative activities, office support activities and other business support activities",Micro,186,38,15,23,337,329,8
2023,1,Asir Region,"Office administrative activities, office support activities and other business support activities",Small,20,57,32,25,125,123,2
2023,1,Asir Region,"Office administrative activities, office support activities and other business support activities",Micro,305,85,47,38,545,543,2
2023,1,Asir Region,"Office administrative activities, office support activities and other business support activities",Medium,1,25,18,7,30,30,0
2023,1,Makkah Region,"Office administrative activities, office support activities and other business support activities",Small,293,1485,692,793,2329,2172,157
2023,1,Makkah Region,"Office administrative activities, office support activities and other business support activities",Large,5,3053,1928,1125,1138,1078,60
2023,1,Makkah Region,"Office administrative activities, office support activities and other business support activities",Micro,1546,666,312,354,2803,2660,143
2023,1,Makkah Region,"Office administrative activities, office support activities and other business support activities",Medium,27,1164,702,462,1314,1256,58
2023,1,Najran Region,"Office administrative activities, office support activities and other business support activities",Small,3,6,3,3,13,13,0
2023,1,Najran Region,"Office administrative activities, office support activities and other business support activities",Micro,104,25,11,14,185,185,0
2023,1,Eastern Region,Other mining and quarrying activities,Small,56,188,105,83,829,828,1
2023,1,Eastern Region,Other mining and quarrying activities,Large,3,1030,946,84,2199,2199,0
2023,1,Eastern Region,Other mining and quarrying activities,Micro,96,71,46,25,172,171,1
2023,1,Eastern Region,Other mining and quarrying activities,Medium,11,346,224,122,683,680,3
2023,1,Al Bahah Region,Other mining and quarrying activities,Small,3,11,2,9,39,39,0
2023,1,Al Bahah Region,Other mining and quarrying activities,Micro,7,6,4,2,12,12,0
2023,1,Al-Jawf Region,Other mining and quarrying activities,Small,2,12,9,3,55,55,0
2023,1,Al-Jawf Region,Other mining and quarrying activities,Micro,12,8,7,1,21,21,0
2023,1,Northern border Region,Other mining and quarrying activities,Small,3,7,5,2,19,19,0
2023,1,Northern border Region,Other mining and quarrying activities,Micro,7,3,2,1,22,22,0
2023,1,Northern border Region,Other mining and quarrying activities,Medium,2,125,115,10,119,119,0
2023,1,Riyadh Region,Other mining and quarrying activities,Small,151,553,303,250,1898,1893,5
2023,1,Riyadh Region,Other mining and quarrying activities,Large,6,380,292,88,1822,1822,0
2023,1,Riyadh Region,Other mining and quarrying activities,Micro,295,196,114,82,539,536,3
2023,1,Riyadh Region,Other mining and quarrying activities,Medium,28,746,390,356,1834,1831,3
2023,1,Qassim Region,Other mining and quarrying activities,Small,9,53,37,16,109,109,0
2023,1,Qassim Region,Other mining and quarrying activities,Micro,29,15,15,0,52,52,0
2023,1,Qassim Region,Other mining and quarrying activities,Medium,3,49,22,27,252,252,0
2023,1,Medina Region,Other mining and quarrying activities,Small,28,129,91,38,411,411,0
2023,1,Medina Region,Other mining and quarrying activities,Large,3,351,313,38,649,647,2
2023,1,Medina Region,Other mining and quarrying activities,Micro,53,38,24,14,92,92,0
2023,1,Medina Region,Other mining and quarrying activities,Medium,1,23,23,0,48,48,0
2023,1,Tabuk Region,Other mining and quarrying activities,Small,8,38,22,16,70,70,0
2023,1,Tabuk Region,Other mining and quarrying activities,Micro,14,8,3,5,17,17,0
2023,1,Tabuk Region,Other mining and quarrying activities,Medium,1,14,8,6,85,85,0
2023,1,Jazan Region,Other mining and quarrying activities,Small,19,73,42,31,254,254,0
2023,1,Jazan Region,Other mining and quarrying activities,Micro,29,19,7,12,48,47,1
2023,1,Jazan Region,Other mining and quarrying activities,Medium,1,32,10,22,70,70,0
2023,1,Hail Region,Other mining and quarrying activities,Small,1,1,0,1,9,9,0
2023,1,Hail Region,Other mining and quarrying activities,Micro,11,3,1,2,14,14,0
2023,1,Asir Region,Other mining and quarrying activities,Small,22,69,45,24,243,243,0
2023,1,Asir Region,Other mining and quarrying activities,Micro,61,34,24,10,115,113,2
2023,1,Asir Region,Other mining and quarrying activities,Medium,2,27,23,4,124,124,0
2023,1,Makkah Region,Other mining and quarrying activities,Small,74,256,131,125,831,828,3
2023,1,Makkah Region,Other mining and quarrying activities,Large,1,163,148,15,110,110,0
2023,1,Makkah Region,Other mining and quarrying activities,Micro,140,90,49,41,245,244,1
2023,1,Makkah Region,Other mining and quarrying activities,Medium,10,275,204,71,784,783,1
2023,1,Najran Region,Other mining and quarrying activities,Small,8,26,16,10,133,133,0
2023,1,Najran Region,Other mining and quarrying activities,Micro,15,7,4,3,33,32,1
2023,1,Eastern Region,"Creative activities, arts and entertainment activities",Small,2,9,5,4,17,17,0
2023,1,Eastern Region,"Creative activities, arts and entertainment activities",Micro,30,21,6,15,43,38,5
2023,1,Al Bahah Region,"Creative activities, arts and entertainment activities",Micro,2,2,0,2,4,4,0
2023,1,Northern border Region,"Creative activities, arts and entertainment activities",Micro,1,0,0,0,2,2,0
2023,1,Riyadh Region,"Creative activities, arts and entertainment activities",Small,13,75,28,47,87,74,13
2023,1,Riyadh Region,"Creative activities, arts and entertainment activities",Large,2,231,171,60,319,316,3
2023,1,Riyadh Region,"Creative activities, arts and entertainment activities",Micro,100,61,31,30,144,127,17
2023,1,Riyadh Region,"Creative activities, arts and entertainment activities",Medium,2,56,27,29,166,164,2
2023,1,Qassim Region,"Creative activities, arts and entertainment activities",Micro,6,4,2,2,12,12,0
2023,1,Medina Region,"Creative activities, arts and entertainment activities",Small,1,1,0,1,6,6,0
2023,1,Medina Region,"Creative activities, arts and entertainment activities",Micro,13,3,2,1,21,19,2
2023,1,Tabuk Region,"Creative activities, arts and entertainment activities",Micro,3,0,0,0,6,6,0
2023,1,Jazan Region,"Creative activities, arts and entertainment activities",Micro,2,1,1,0,3,2,1
2023,1,Hail Region,"Creative activities, arts and entertainment activities",Micro,2,1,1,0,2,2,0
2023,1,Asir Region,"Creative activities, arts and entertainment activities",Small,2,3,3,0,10,10,0
2023,1,Asir Region,"Creative activities, arts and entertainment activities",Micro,12,1,1,0,26,26,0
2023,1,Asir Region,"Creative activities, arts and entertainment activities",Medium,1,24,5,19,29,29,0
2023,1,Makkah Region,"Creative activities, arts and entertainment activities",Small,6,26,8,18,49,47,2
2023,1,Makkah Region,"Creative activities, arts and entertainment activities",Micro,104,71,27,44,155,135,20
2023,1,Najran Region,"Creative activities, arts and entertainment activities",Micro,2,0,0,0,5,5,0
2023,1,Eastern Region,Residence,Small,270,1327,711,616,2507,2486,21
2023,1,Eastern Region,Residence,Large,1,95,68,27,168,168,0
2023,1,Eastern Region,Residence,Micro,324,268,137,131,595,583,12
2023,1,Eastern Region,Residence,Medium,35,1285,722,563,1961,1886,75
2023,1,Al Bahah Region,Residence,Small,21,79,50,29,169,169,0
2023,1,Al Bahah Region,Residence,Micro,79,47,33,14,129,128,1
2023,1,Al Bahah Region,Residence,Medium,1,25,13,12,41,41,0
2023,1,Al-Jawf Region,Residence,Small,9,33,16,17,88,88,0
2023,1,Al-Jawf Region,Residence,Micro,64,40,21,19,114,113,1
